title,console,genre,release_date,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale
LEGO Harry Potter: Years 5-7,Wii,action,2011-11-11,Warner Bros. Interactive,Traveller's Tales,1.26,0.7,0.44,NA,0.12
Hyrule Warriors,WiiU,action,2014-09-26,Nintendo,Omega Force,1.26,0.59,0.44,0.13,0.1
Assassin's Creed: Bloodlines,PSP,action,2009-11-17,Ubisoft,Griptonite Studio,1.26,0.43,0.5,0.05,0.28
Star Wars: The Force Unleashed,PS2,action,2008-09-16,LucasArts,Krome Studios,1.25,0.49,0,0.01,0.75
Combat,2600,action,1977-01-01,Atari,Atari,1.25,1.17,0.07,NA,0.01
Lara Croft Tomb Raider: The Angel of Darkness,PS2,action,2003-06-20,Eidos Interactive,Core Design Ltd.,1.25,0.61,0.48,NA,0.16
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,action,2004-06-16,Ubisoft,Ubisoft Shanghai,1.25,0.52,0.56,NA,0.17
LEGO City Undercover,WiiU,action,2013-03-18,Nintendo,TT Fusion,1.24,0.5,0.52,0.13,0.09
[Prototype],PS3,action,2009-06-09,Activision,Radical Entertainment,1.24,0.65,0.41,NA,0.18
Star Wars Episode III: Revenge of the Sith,XB,action,2005-05-04,LucasArts,The Collective,1.24,0.82,0.38,NA,0.04
Transformers: Autobots / Decepticons,DS,action,2007-06-19,Activision,Vicarious Visions,1.24,1.12,0.03,NA,0.09
Ninja Gaiden,XB,action,2004-03-02,Tecmo,Team Ninja,1.23,0.92,0.2,0.07,0.04
Ben 10: Protector of Earth,Wii,action,2007-10-30,D3 Publisher,High Voltage Software,1.23,0.54,0.55,NA,0.13
Bayonetta,PS3,action,2010-01-05,Sega,PlatinumGames,1.21,0.44,0.4,0.21,0.16
Dino Crisis 2,PS,action,2000-09-29,Capcom,Capcom Production Studio 4,1.21,0.34,0.49,0.28,0.1
Star Wars Episode 1: Jedi Power Battles,PS,action,2000-03-31,LucasArts,LucasArts,1.21,0.66,0.48,0.01,0.06
The Lord of the Rings: The Fellowship of the Ring,PS2,action,2002-10-16,Black Label Games,Surreal Software,1.2,0.59,0.46,NA,0.15
Mad Max (2013),PS4,action,2015-09-01,Warner Bros. Interactive Entertainment,Avalanche Studios,1.2,0.38,0.59,0.05,0.19
Enter the Matrix,XB,action,2003-05-14,Atari,Shiny Entertainment,1.2,0.72,0.43,0.01,0.04
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,action,2002-09-10,THQ,Vicarious Visions,1.19,0.92,0.23,NA,0.04
Metal Gear Solid: Portable Ops,PSP,action,2006-12-05,Konami,Kojima Productions,1.19,0.38,0.35,0.38,0.09
Hitman 2: Silent Assassin,XB,action,2002-09-30,Eidos Interactive,IO Interactive,1.19,0.76,0.38,NA,0.05
Spider-Man: The Movie,GC,action,2002-04-15,Activision,Treyarch,1.19,0.86,0.27,0.01,0.04
LEGO Dimensions,PS4,action,2015-09-27,Warner Bros. Interactive Entertainment,Traveller's Tales,1.18,0.48,0.5,NA,0.2
LEGO Star Wars III: The Clone Wars,PS3,action,2011-03-22,LucasArts,Traveller's Tales,1.18,0.52,0.47,NA,0.19
LEGO Jurassic World,PS4,action,2015-06-12,Warner Bros. Interactive Entertainment,Traveller's Tales,1.18,0.41,0.56,0.02,0.19
Red Dead Redemption: Undead Nightmare,PS3,action,2010-11-23,Rockstar Games,Rockstar San Diego,1.18,0.47,0.45,0.06,0.19
One Piece Pirate Warriors,PS3,action,2012-09-25,Namco Bandai Games,Omega Force,1.17,0.01,0.24,0.86,0.06
Mission: Impossible,N64,action,1998-07-18,Ocean,Infogrames,1.17,0.74,0.38,0.02,0.03
Sunset Overdrive,XOne,action,2014-10-28,Microsoft Studios,Insomniac Games,1.16,0.64,0.42,0,0.1
LEGO Star Wars: The Video Game,XB,action,2005-04-05,Eidos Interactive,Traveller's Tales,1.16,0.83,0.28,NA,0.05
Gauntlet: Dark Legacy,PS2,action,2001-05-01,Midway Games,Midway Games West,1.15,0.56,0.44,NA,0.15
Kaboom!,2600,action,1981-01-01,Activision,Activision,1.15,1.07,0.07,NA,0.01
Doraemon,NES,action,1986-12-12,Hudson Soft,Hudson Soft,1.15,NA,NA,1.15,0
Middle-Earth: Shadow of War,XOne,action,2017-10-10,Warner Bros. Interactive Entertainment,Monolith Productions,1.15,0.75,0.29,NA,0.11
Pokémon Rumble Blast,3DS,action,2011-10-24,Nintendo,Ambrella,1.15,0.47,0.26,0.35,0.07
Lego Marvel Super Heroes,XOne,action,2013-11-22,Warner Bros. Interactive Entertainment,Traveller's Tales,1.15,0.61,0.44,NA,0.1
Ninja Gaiden Sigma,PS3,action,2007-07-03,Tecmo,Team Ninja,1.15,0.57,0.32,0.09,0.16
LEGO Star Wars III: The Clone Wars,3DS,action,2011-03-27,LucasArts,Traveller's Tales,1.14,0.61,0.44,NA,0.09
Action Bass,PS,action,2000-07-14,Take-Two Interactive,Unknown,1.14,0.64,0.43,NA,0.07
Tenchu: Wrath of Heaven,PS2,action,2003-03-03,Activision,K2 LLC,1.14,0.44,0.34,0.25,0.11
Commando,NES,action,1986-11-01,Capcom,Capcom,1.14,0.71,0.16,0.25,0.03
Resident Evil - Code: Veronica,DC,action,2000-02-29,Capcom,Capcom,1.14,0.41,0.23,0.47,0.03
The Lord of the Rings: The Return of the King,XB,action,2003-11-05,Electronic Arts,"Hypnos Entertainment, Inc.",1.14,0.71,0.38,NA,0.05
LEGO Star Wars: The Video Game,GBA,action,2005-03-29,Eidos Interactive,Amaze Entertainment,1.14,0.82,0.3,NA,0.02
Spider-Man 2,XB,action,2004-06-28,Activision,Treyarch,1.12,0.82,0.26,NA,0.04
Transformers: The Game,PS2,action,2007-06-26,Activision,Traveller's Tales,1.11,0.63,0.37,0,0.11
LEGO Marvel Super Heroes 2,PS4,action,2017-11-14,Warner Bros. Interactive Entertainment,Traveller's Tales,1.11,0.33,0.6,0,0.18
Castlevania: Lords of Shadow,PS3,action,2010-10-05,Konami,Mercury Steam,1.11,0.5,0.37,0.1,0.15
Tom Clancy's Splinter Cell: Chaos Theory,XB,action,2005-03-28,Ubisoft,Ubisoft Montreal,1.11,0.68,0.38,NA,0.05
Red Dead Redemption: Undead Nightmare,X360,action,2010-11-23,Rockstar Games,Rockstar San Diego,1.11,0.61,0.38,0.02,0.1
Metal Gear Solid HD Collection,PS3,action,2011-11-08,Konami Digital Entertainment,Bluepoint Games,1.11,0.52,0.44,NA,0.14
LEGO Star Wars III: The Clone Wars,DS,action,2011-03-22,LucasArts,Traveller's Tales,1.1,0.62,0.38,NA,0.1
Toy Story 3: The Video Game,PS3,action,2010-06-15,Disney Interactive Studios,Avalanche Software,1.09,0.51,0.41,NA,0.17
Bully: Scholarship Edition,X360,action,2008-03-05,Rockstar Games,Rockstar Vancouver/Mad Doc Software,1.09,0.53,0.42,0.03,0.11
Star Wars: The Force Unleashed,PSP,action,2008-09-16,LucasArts,Krome Studios,1.09,0.43,0.41,NA,0.24
The Godfather,PS2,action,2006-03-21,Electronic Arts,Headgate,1.09,0.89,0.03,0.01,0.15
Dante's Inferno,PS3,action,2010-02-09,Electronic Arts,Visceral Games,1.08,0.64,0.28,0.04,0.12
Disney's Lilo & Stitch,GBA,action,2002-06-07,Disney Interactive Studios,Digital Eclipse,1.08,0.77,0.29,NA,0.02
LEGO Star Wars II: The Original Trilogy,DS,action,2006-09-12,LucasArts,Amaze Entertainment,1.07,0.96,0.03,NA,0.08
Hulk,PS2,action,2003-05-27,Universal Interactive,Radical Entertainment,1.06,0.52,0.41,NA,0.14
Darksiders,X360,action,2010-01-05,THQ,Vigil Games,1.06,0.67,0.28,0.01,0.1
Lego Marvel Super Heroes: Universe in Peril,3DS,action,2013-10-22,Warner Bros. Interactive Entertainment,TT Fusion,1.05,0.42,0.5,0.04,0.08
The Evil Within 2,PS4,action,2017-10-13,Bethesda Softworks,Tango Gameworks,1.05,0.31,0.49,0.09,0.15
Disney Universe,Wii,action,2011-10-25,Disney Interactive Studios,Disney Interactive Studios,1.05,0.66,0.28,NA,0.1
LEGO Pirates of the Caribbean: The Video Game,X360,action,2011-05-10,Disney Interactive Studios,Traveller's Tales,1.04,0.54,0.4,NA,0.1
Nioh,PS4,action,2017-02-07,Sony Interactive Entertainment,Team Ninja,1.03,0.34,0.36,0.2,0.14
Guinness World Records: The Videogame,Wii,action,2008-11-11,Warner Bros. Interactive,Traveller's Tales,1.03,0.46,0.47,NA,0.11
Tomb Raider,PC,action,1996-11-14,Eidos Interactive,Core Design Ltd.,1.03,0.96,0.07,NA,NA
LEGO Jurassic World,PS3,action,2015-06-12,Warner Bros. Interactive Entertainment,Traveller's Tales,1.02,0.36,0.49,NA,0.17
Final Fight 2,SNES,action,1993-08-01,Capcom,Capcom,1.02,0.39,0.12,0.49,0.02
The Lost World: Jurassic Park,PS,action,1997-08-31,Electronic Arts,DreamWorks Interactive,1.02,0.57,0.39,NA,0.07
Assassin's Creed: Rogue,X360,action,2014-11-11,Ubisoft,Ubisoft Sofia,1.02,0.59,0.34,NA,0.09
God of War: Ghost of Sparta,PSP,action,2010-11-02,Sony Computer Entertainment,Ready at Dawn,1.01,0.41,0.36,0.03,0.21
LEGO Marvel's Avengers,PS4,action,2016-01-26,Warner Bros. Interactive Entertainment,Traveller's Tales,1.01,0.31,0.53,0.01,0.16
Ninja Gaiden II,X360,action,2008-06-03,Microsoft,Team Ninja,1.01,0.65,0.22,0.05,0.1
LEGO Jurassic World,X360,action,2015-06-12,Warner Bros. Interactive Entertainment,Traveller's Tales,1.01,0.51,0.41,NA,0.09
LEGO Harry Potter: Years 5-7,X360,action,2011-11-11,Warner Bros. Interactive,Traveller's Tales,1.01,0.51,0.41,NA,0.09
Dynasty Warriors 3: Xtreme Legends,PS2,action,2003-01-11,KOEI,Omega Force,1,0.13,0.1,0.74,0.03
The Bouncer,PS2,action,2001-03-05,Square,SquareSoft,0.99,0.3,0.23,0.38,0.08
Disney Tangled,DS,action,2010-11-23,Disney Interactive Studios,Disney Interactive Studios,0.98,0.53,0.37,NA,0.09
Brutal Legend,X360,action,2009-10-13,Electronic Arts,Double Fine Productions,0.97,0.62,0.26,NA,0.09
Grand Theft Auto: Vice City Stories,PS2,action,2007-03-05,Rockstar Games,Rockstar Leeds,0.97,0.78,0.03,0.03,0.13
Skylanders: Spyro's Adventure,X360,action,2011-10-16,Activision,Toys for Bob,0.97,0.53,0.34,NA,0.1
Grand Theft Auto: San Andreas,PC,action,2005-06-07,Rockstar Games,Rockstar North,0.97,0,0.93,NA,0.04
LEGO Star Wars II: The Original Trilogy,GC,action,2006-09-12,LucasArts,Traveller's Tales,0.97,0.75,0.19,NA,0.03
LEGO Pirates of the Caribbean: The Video Game,PS3,action,2011-05-10,Disney Interactive Studios,Traveller's Tales,0.96,0.36,0.44,NA,0.16
Shinobi,PS2,action,2002-11-10,Sega,Overworks,0.96,0.36,0.28,0.22,0.09
LEGO Harry Potter: Years 5-7,PS3,action,2011-11-11,Warner Bros. Interactive,Traveller's Tales,0.95,0.36,0.45,NA,0.15
Ben 10: Alien Force,DS,action,2008-10-28,D3 Publisher,1st Playable Productions / OneNine Studios,0.95,0.65,0.22,NA,0.09
Lego Batman 3: Beyond Gotham,PS4,action,2014-11-11,Warner Bros. Interactive Entertainment,Traveller's Tales,0.94,0.37,0.42,NA,0.16
Skylanders: Spyro's Adventure,PS3,action,2011-10-16,Activision,Toys for Bob,0.94,0.39,0.4,NA,0.15
Brutal Legend,PS3,action,2009-10-13,Electronic Arts,Double Fine Productions,0.94,0.54,0.27,NA,0.13
Castlevania: Lament of Innocence,PS2,action,2003-10-21,Konami,Konami Computer Entertainment Tokyo,0.94,0.46,0.36,NA,0.12
Lego Batman 3: Beyond Gotham,X360,action,2014-11-11,Warner Bros. Interactive Entertainment,Traveller's Tales,0.94,0.48,0.37,NA,0.08
Bully,PS2,action,2006-10-17,Rockstar Games,Rockstar Vancouver,0.94,0.75,0.03,0.04,0.12
Spider-Man,2600,action,1982-01-01,Parker Bros.,Parker Bros.,0.93,0.87,0.05,NA,0.01
Bayonetta,X360,action,2010-01-05,Sega,PlatinumGames,0.93,0.51,0.25,0.09,0.08
Teenage Mutant Ninja Turtles,GBA,action,2003-10-31,Konami,Konami,0.93,0.67,0.25,NA,0.02
Monster Hunter: World,XOne,action,2018-01-26,Capcom,Capcom,0.93,0.67,0.17,NA,0.09
Teenage Mutant Ninja Turtles,PS2,action,2003-10-21,Konami,Konami,0.92,0.45,0.35,NA,0.12
Dante's Inferno,X360,action,2010-02-09,Electronic Arts,Visceral Games,0.92,0.63,0.2,0.02,0.08
SpongeBob SquarePants: The Yellow Avenger,PSP,action,2006-03-06,THQ,Tantalus Interactive,0.92,0.55,0.21,NA,0.16
Dynasty Warriors 7,PS3,action,2011-03-29,Tecmo Koei,Omega Force,0.91,0.25,0.14,0.46,0.06
LEGO Pirates of the Caribbean: The Video Game,DS,action,2011-05-10,Disney Interactive Studios,Traveller's Tales,0.91,0.34,0.47,NA,0.1
James Cameron's Avatar: The Game,PS3,action,2009-12-01,Ubisoft,Ubisoft Montreal,0.9,0.32,0.43,NA,0.15
3Xtreme,PS,action,1999-03-31,989 Studios,Unknown,0.9,0.5,0.34,NA,0.06
God of War Saga,PS3,action,2012-08-28,Sony Computer Entertainment,SCEA Santa Monica Studio,0.89,0.74,NA,NA,0.15
Monster Strike 3DS,3DS,action,2015-12-17,"mixi, Inc","mixi, Inc",0.89,NA,NA,0.89,NA
Resident Evil VII: Biohazard,XOne,action,2017-01-24,Capcom,Capcom,0.89,0.51,0.3,0,0.08
God of War III Remastered,PS4,action,2015-07-14,Sony Computer Entertainment,SCEA Santa Monica Studio,0.89,0.4,0.33,0.02,0.15
Finding Nemo,GC,action,2003-05-12,THQ,Traveller's Tales,0.89,0.69,0.18,NA,0.02
Resident Evil: Revelations,3DS,action,2012-02-07,Capcom,Capcom,0.89,0.3,0.23,0.3,0.05
The Tomb Raider Trilogy,PS3,action,2011-03-22,Square Enix,Crystal Dynamics,0.89,0.27,0.48,NA,0.14
Fortnite,PS4,action,2017-07-21,Gearbox Software,Epic Games,0.89,0.42,0.32,NA,0.15
Star Wars: The Force Unleashed,DS,action,2008-09-16,LucasArts,n-Space,0.88,0.5,0.29,0,0.09
NBA 2K6,PS2,action,2005-09-26,2K Sports,Unknown,0.88,0.43,0.34,NA,0.11
LEGO Harry Potter Collection,PS4,action,2016-10-18,Warner Bros. Interactive Entertainment,Traveller's Tales,0.88,0.07,0.68,NA,0.13
LEGO Dimensions,X360,action,2015-09-27,Warner Bros. Interactive Entertainment,Traveller's Tales,0.87,0.49,0.31,NA,0.08
Grand Theft Auto IV,PC,action,2008-12-02,Rockstar Games,Rockstar Toronto,0.87,0.01,0.8,NA,0.06
Warriors Orochi,PS2,action,2007-09-18,KOEI,Omega Force,0.87,0.11,0.09,0.64,0.03
Ghostbusters: The Video Game,Wii,action,2009-06-16,Atari,Red Fly Studio,0.87,0.59,0.21,NA,0.07
For Honor,XOne,action,2017-02-14,Ubisoft,Ubisoft Montreal,0.87,0.57,0.21,NA,0.08
Dishonored 2,XOne,action,2016-11-10,Bethesda Softworks,Arkane Studios,0.86,0.47,0.31,NA,0.08
Bayonetta 2,WiiU,action,2014-10-24,Nintendo,PlatinumGames,0.86,0.37,0.32,0.1,0.06
Dynasty Warriors 4: Xtreme Legends,PS2,action,2003-11-04,KOEI,Omega Force,0.86,0.17,0.13,0.51,0.04
Tomb Raider: Anniversary,Wii,action,2007-11-13,Eidos Interactive,Crystal Dynamics,0.85,0.12,0.63,NA,0.11
Army Men: Air Attack,PS,action,1999-11-02,3DO,3DO,0.85,0.47,0.32,NA,0.06
Thief,PS4,action,2014-02-25,Square Enix,Eidos Montreal,0.85,0.28,0.41,0.03,0.13
Ninja Gaiden Sigma 2,PS3,action,2009-09-29,Tecmo Koei,Team Ninja,0.85,0.52,0.16,0.08,0.1
Disney Infinity 3.0,PS4,action,2015-08-30,Disney Interactive Studios,Avalanche Software,0.85,0.31,0.4,NA,0.14
Rampage World Tour,PS,action,1997-09-30,Midway Games,Game Refuge,0.85,0.47,0.32,NA,0.06
LEGO Jurassic World,3DS,action,2015-06-12,Warner Bros. Interactive Entertainment,TT Fusion,0.85,0.35,0.39,0.04,0.07
Ghostbusters: The Video Game,PS3,action,2009-06-16,Atari,Terminal Reality,0.84,0.34,0.36,NA,0.14
Spider-Man 2,GC,action,2004-06-28,Activision,Treyarch,0.84,0.65,0.17,NA,0.02
The Incredibles,GC,action,2004-10-31,THQ,Heavy Iron Studios,0.84,0.65,0.17,NA,0.02
Devil May Cry HD Collection,PS3,action,2012-04-03,Capcom,Capcom,0.84,0.42,0.2,0.11,0.11
Lego Batman 3: Beyond Gotham,PS3,action,2014-11-11,Warner Bros. Interactive Entertainment,Traveller's Tales,0.84,0.34,0.36,NA,0.14
ZombiU,WiiU,action,2012-11-18,Ubisoft,Ubisoft Montpellier,0.84,0.35,0.37,0.05,0.07
Ben 10: Protector of Earth,PS2,action,2007-10-30,D3 Publisher,High Voltage Software,0.84,0.09,0,NA,0.74
Dynasty Warriors 2,PS2,action,2000-10-25,KOEI,Omega Force,0.83,0.24,0.19,0.34,0.06
Metal Gear Solid V: The Phantom Pain,XOne,action,2015-09-01,Konami Digital Entertainment,Kojima Productions,0.83,0.49,0.25,0.02,0.07
Lizzie McGuire 2: Lizzie Diaries,GBA,action,2004-10-18,Disney Interactive Studios,Artificial Mind and Movement,0.83,0.6,0.22,NA,0.01
Twisted Metal (2012),PS3,action,2012-02-14,Sony Computer Entertainment,Eat Sleep Play,0.83,0.67,0.07,NA,0.09
Custer's Revenge,2600,action,1982-01-01,Mystique,Mystique,0.82,0.76,0.05,NA,0.01
ARK: Survival Evolved,PS4,action,2017-08-29,Studio Wildcard,Studio Wildcard,0.81,0.28,0.29,0.14,0.11
DmC Devil May Cry,PS3,action,2013-01-15,Capcom,Ninja Theory,0.81,0.24,0.29,0.19,0.1
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,action,2015-10-13,Square Enix,Square Enix,0.81,0.21,0.14,0.39,0.07
LEGO Dimensions,PS3,action,2015-09-27,Warner Bros. Interactive Entertainment,Traveller's Tales,0.81,0.26,0.41,NA,0.13
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,action,2006-10-02,Buena Vista,Gorilla Systems,0.81,0.72,0.03,NA,0.06
Ben 10: Alien Force,Wii,action,2008-10-28,D3 Publisher,Monkey Bar Games,0.8,0.52,0.21,NA,0.07
Star Wars The Clone Wars: Republic Heroes,Wii,action,2009-10-06,LucasArts,Krome Studios,0.8,0.43,0.3,NA,0.07
Alien,2600,action,1982-01-01,20th Century Fox Video Games,20th Century Fox Video Games,0.79,0.74,0.04,NA,0.01
Assassin's Creed The Ezio Collection,PS4,action,2016-11-15,Ubisoft,Ubisoft,0.79,0.14,0.52,0.02,0.12
Prototype 2,X360,action,2012-04-24,Activision,Radical Entertainment,0.79,0.48,0.24,NA,0.06
MadWorld,Wii,action,2009-03-10,Sega,PlatinumGames,0.78,0.45,0.24,0.02,0.07
LEGO Jurassic World,XOne,action,2015-06-12,Warner Bros. Interactive Entertainment,Traveller's Tales,0.78,0.44,0.27,NA,0.07
Star Wars: The Force Unleashed II,Wii,action,2010-10-26,LucasArts,LucasArts,0.78,0.53,0.19,NA,0.06
Tom Clancy's Splinter Cell: Double Agent,X360,action,2006-10-17,Ubisoft,Ubisoft Shanghai,0.78,0.67,0.04,0.01,0.06
Star Wars The Clone Wars: Jedi Alliance,DS,action,2008-11-11,LucasArts,Krome Studios,0.78,0.61,0.11,NA,0.06
Hitman,PS4,action,2017-01-31,Square Enix,IO Interactive,0.78,0.24,0.36,0.06,0.11
Prototype 2,PS3,action,2012-04-24,Activision,Radical Entertainment,0.77,0.38,0.28,NA,0.11
Air Raid,2600,action,1982-01-01,Men-A-Vision,Men-A-Vision,0.77,0.72,0.04,NA,0.01
James Cameron's Avatar: The Game,X360,action,2009-12-01,Ubisoft,Ubisoft Montreal,0.77,0.34,0.35,NA,0.08
Crystal Castles,2600,action,1984-01-01,Atari,Atari,0.77,0.72,0.04,NA,0.01
Fortnite,XOne,action,2017-07-21,Gearbox Software,Epic Games,0.77,0.6,0.09,NA,0.08
Star Wars Episode II: Attack of the Clones,GBA,action,2002-05-30,THQ,David A. Palmer Productions,0.77,0.55,0.2,NA,0.01
Twisted Metal: Head On,PSP,action,2005-03-24,Sony Computer Entertainment,Incognito Inc.,0.77,0.71,0,NA,0.06
Lego Marvel Super Heroes,WiiU,action,2013-10-22,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,0.31,0.36,0.03,0.06
Resident Evil: Revelations,PS3,action,2013-05-21,Capcom,Capcom,0.76,0.14,0.32,0.22,0.09
Mercenaries: Playground of Destruction,PS2,action,2005-01-10,LucasArts,Pandemic Studios,0.76,0.64,0.02,NA,0.1
Toy Story 3: The Video Game,X360,action,2010-06-15,Disney Interactive Studios,Avalanche Software,0.76,0.41,0.27,NA,0.07
Assassin's Creed: Revelations,PC,action,2011-11-29,Ubisoft,Ubisoft Montreal,0.76,0.16,0.49,NA,0.11
Harry Potter and the Half-Blood Prince,Wii,action,2009-06-30,Electronic Arts,Bright Light Productions,0.76,0.28,0.4,NA,0.08
True Crime: New York City,PS2,action,2005-11-15,Activision,Luxoflux,0.76,0.57,0.02,0.07,0.09
Quantum Break,XOne,action,2016-04-05,Microsoft Studios,Remedy Entertainment,0.76,0.42,0.25,0.02,0.07
Genji: Days of the Blade,PS3,action,2006-11-14,Sony Computer Entertainment,Game Republic,0.75,0.18,0.38,0.06,0.14
Shark Tale,PS2,action,2004-09-27,Activision,Edge of Reality,0.75,0.37,0.29,NA,0.1
The Lord of the Rings: Conquest,PS3,action,2009-01-13,Electronic Arts,Pandemic Studios,0.75,0.38,0.26,NA,0.11
Ace Combat: Assault Horizon,PS3,action,2011-10-11,Namco Bandai,Project ACES,0.74,0.3,0.16,0.22,0.07
X-Men Origins: Wolverine - Uncaged Edition,PS3,action,2009-05-01,Activision,Raven Software,0.74,0.31,0.31,NA,0.12
Madagascar: Escape 2 Africa,DS,action,2008-11-04,Activision,Griptonite Games,0.74,0.41,0.25,NA,0.08
The Lord of the Rings: The Two Towers,GBA,action,2002-11-11,Electronic Arts,Griptonite Games,0.74,0.53,0.2,NA,0.01
Pirates of the Caribbean: At World's End,PS3,action,2007-05-22,Disney Interactive Studios,Eurocom Entertainment Software,0.73,0.17,0.41,NA,0.15
Beyblade VForce: Ultimate Blader Jam,GBA,action,2003-11-18,Atari,Takara,0.73,0.52,0.19,NA,0.01
God Eater,PSP,action,2011-03-15,D3Publisher,Shift,0.73,NA,0,0.72,0
Indiana Jones and the Staff of Kings,Wii,action,2009-06-09,LucasArts,Artificial Mind and Movement,0.72,0.36,0.29,NA,0.07
Star Wars Episode III: Revenge of the Sith,GBA,action,2005-05-04,Ubisoft,Ubisoft Montreal,0.72,0.52,0.19,NA,0.01
Ultimate Spider-Man,PS2,action,2005-09-22,Activision,Treyarch,0.72,0.6,0.02,NA,0.1
Monster Hunter Generations Ultimate,NS,action,2018-08-28,Capcom,Capcom,0.72,0.27,0.14,0.27,0.04
Kouchuu Ouja Mushi King,GBA,action,2005-06-23,Sega,Sega,0.72,NA,NA,0.7,0.02
Ben 10: Protector of Earth,PSP,action,2007-10-30,D3 Publisher,Unknown,0.72,0.23,0.31,NA,0.18
LEGO Dimensions,XOne,action,2015-09-27,Warner Bros. Interactive Entertainment,Traveller's Tales,0.72,0.47,0.18,NA,0.07
James Cameron's Avatar: The Game,Wii,action,2009-12-01,Ubisoft,Ubisoft Montreal,0.72,0.32,0.32,NA,0.07
Fear Effect,PS,action,2000-01-31,Eidos Interactive,Kronos Digital Entertainment,0.72,0.4,0.27,NA,0.05
The Lord of the Rings: The Two Towers,XB,action,2002-12-30,Electronic Arts,Stormfront Studios,0.71,0.45,0.24,NA,0.03
Scooby-Doo 2: Monsters Unleashed,GBA,action,2004-03-16,THQ,Altron,0.71,0.51,0.19,NA,0.01
Power Rangers: Dino Thunder,PS2,action,2004-09-14,THQ,Pacific Coast Power & Light,0.71,0.35,0.27,NA,0.09
Blast Corps,N64,action,1997-02-28,Nintendo,Rare Ltd.,0.71,0.39,0.09,0.17,0.06
Dynasty Warriors 6,PS3,action,2008-02-19,KOEI,Omega Force,0.71,0.18,0.07,0.41,0.04
Spider-Man 2,PSP,action,2005-03-15,Activision,Vicarious Visions,0.7,0.35,0.21,NA,0.14
Star Wars: Obi-Wan,XB,action,2001-12-19,LucasArts,LucasArts,0.7,0.52,0.16,NA,0.02
F-14 Tomcat,GBA,action,2001-09-02,Majesco,Virtucraft,0.7,0.5,0.19,NA,0.01
James Bond 007: Blood Stone,PS3,action,2010-11-02,Activision,Bizarre Creations,0.7,0.18,0.37,0.02,0.12
Transformers: Revenge of the Fallen,PS3,action,2009-06-23,Activision,Luxoflux Corp.,0.7,0.28,0.3,NA,0.12
Metal Gear Solid HD Collection,X360,action,2011-11-08,Konami Digital Entertainment,Bluepoint Games,0.7,0.42,0.22,NA,0.06
Mafia,PS2,action,2004-01-28,Gathering of Developers,Illusion Softworks,0.7,0.34,0.27,NA,0.09
King Kong,2600,action,1982-01-01,Tigervision,Tigervision,0.69,0.65,0.04,NA,0.01
Metal Gear Solid: Portable Ops Plus,PSP,action,2007-11-13,Konami,Kojima Productions,0.69,0.26,0.01,0.26,0.17
Mortal Kombat: Shaolin Monks,PS2,action,2005-09-16,Midway Games,Midway Studios Los Angeles,0.69,0.58,0.02,NA,0.09
Prince of Persia: The Forgotten Sands,PS3,action,2010-05-18,Ubisoft,Ubisoft Montreal,0.69,0.19,0.36,0.01,0.12
X-Men Origins: Wolverine - Uncaged Edition,X360,action,2009-05-01,Activision,Raven Software,0.69,0.42,0.21,NA,0.06
The Lord of the Rings: The Return of the King,GC,action,2003-11-05,Electronic Arts,"Hypnos Entertainment, Inc.",0.69,0.53,0.14,NA,0.02
Shrek the Third,X360,action,2007-05-15,Activision,7 Studios,0.69,0.54,0.09,NA,0.06
Shark Tale,GBA,action,2004-09-27,Activision,Vicarious Visions,0.68,0.49,0.18,NA,0.01
Star Wars: Masters of Teras Kasi,PS,action,1997-10-31,LucasArts,LucasArts,0.68,0.38,0.26,NA,0.04
Iron Man,PS3,action,2008-05-02,Sega,Secret Level,0.68,0.32,0.25,NA,0.11
Mercenaries: Playground of Destruction,XB,action,2005-01-10,LucasArts,Pandemic Studios,0.68,0.54,0.11,NA,0.03
LEGO Harry Potter: Years 5-7,DS,action,2011-11-11,Warner Bros. Interactive,Traveller's Tales,0.68,0.35,0.26,NA,0.07
Disney Tangled,Wii,action,2010-11-23,Disney Interactive Studios,Disney Interactive Studios,0.68,0.46,0.17,NA,0.05
